,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
1338769,30/05/2017 9:24,30/05/2017 9:28,261.068,Eastern Market Metro / Pennsylvania Ave & 7th St SE,14th & D St SE,Subscriber
1467060,9/06/2017 8:04,9/06/2017 8:15,645.88,Smithsonian-National Mall / Jefferson Dr & 12th St SW,22nd St & Constitution Ave NW,Subscriber
1218697,20/05/2017 1:05,20/05/2017 1:23,1100.739,Jefferson Dr & 14th St SW,2nd St & Massachusetts Ave NE,Customer
1461076,9/06/2017 4:16,9/06/2017 4:38,1274.718,Lynn & 19th St North,Washington Blvd & 7th St N,Subscriber
44157,11/01/2017 8:49,11/01/2017 8:58,554.594,21st St & Pennsylvania Ave NW,14th & D St NW / Ronald Reagan Building,Subscriber
392628,27/02/2017 20:20,27/02/2017 20:23,201.712,21st & I St NW,18th & M St NW,Subscriber
274729,15/02/2017 8:39,15/02/2017 8:45,363.729,Convention Center / 7th & M St NW,Metro Center / 12th & G St NW,Subscriber
127372,25/01/2017 7:15,25/01/2017 7:21,376.772,14th & L St NW,17th & G St NW,Subscriber
707320,5/04/2017 12:34,5/04/2017 12:42,486.689,Lincoln Memorial,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
881587,19/04/2017 5:39,19/04/2017 5:49,574.683,14th & D St NW / Ronald Reagan Building,21st St & Pennsylvania Ave NW,Subscriber
1204296,18/05/2017 11:43,18/05/2017 11:52,534.443,M St & Pennsylvania Ave NW,Massachusetts Ave & Dupont Circle NW,Subscriber
1047655,3/05/2017 9:33,3/05/2017 9:35,145.256,16th & Harvard St NW,Adams Mill & Columbia Rd NW,Subscriber
840006,15/04/2017 12:27,15/04/2017 12:34,408.073,14th & G St NW,5th St & Massachusetts Ave NW,Subscriber
1353313,1/06/2017 2:18,1/06/2017 2:39,1243.433,8th & D St NW,Jefferson Dr & 14th St SW,Customer
26327,6/01/2017 16:35,6/01/2017 16:44,553.614,New York Ave & 15th St NW,11th & S St NW,Subscriber
999204,30/04/2017 1:06,30/04/2017 1:19,775.668,Convention Center / 7th & M St NW,8th & F St NW,Customer
1407763,5/06/2017 3:42,5/06/2017 4:17,2089.738,17th & G St NW,4th & D St NW / Judiciary Square,Customer
980004,28/04/2017 8:37,28/04/2017 8:49,767.824,Convention Center / 7th & M St NW,17th & K St NW / Farragut Square,Subscriber
8333,3/01/2017 18:24,3/01/2017 18:38,864.314,22nd & I St NW / Foggy Bottom,5th St & Massachusetts Ave NW,Subscriber
634175,30/03/2017 8:33,30/03/2017 8:41,504.028,18th & R St NW,20th & E St NW,Subscriber
1510043,12/06/2017 10:28,12/06/2017 10:56,1660.835,4th & C St SW,Jefferson Dr & 14th St SW,Customer
908069,21/04/2017 6:36,21/04/2017 6:48,674.55,14th & R St NW,14th & G St NW,Subscriber
756798,10/04/2017 7:13,10/04/2017 7:22,515.76,12th & L St NW,10th St & Constitution Ave NW,Customer
267061,14/02/2017 8:30,14/02/2017 8:47,1017.223,11th & H St NE,10th & K St NW,Subscriber
1288606,26/05/2017 6:58,26/05/2017 7:10,722.898,Columbia Rd & Belmont St NW,17th & K St NW / Farragut Square,Subscriber
1687949,26/06/2017 7:42,26/06/2017 8:09,1604.273,17th St & Independence Ave SW,8th & D St NW,Customer
141658,26/01/2017 17:45,26/01/2017 17:52,435.066,7th & T St NW,Columbia Rd & Georgia Ave NW,Subscriber
8744,3/01/2017 19:11,3/01/2017 19:16,295.01,Carroll & Ethan Allen Ave,Takoma Metro,Subscriber
547487,21/03/2017 19:29,21/03/2017 19:38,548.938,10th & U St NW,Park Rd & Holmead Pl NW,Subscriber
301329,18/02/2017 16:18,18/02/2017 16:26,525,1st & M St NE,1st & M St NE,Customer
477014,10/03/2017 8:27,10/03/2017 8:38,643.482,California St & Florida Ave NW,14th & G St NW,Subscriber
783725,12/04/2017 6:08,12/04/2017 6:13,312.941,17th St & Massachusetts Ave NW,19th & L St NW,Subscriber
1434557,7/06/2017 5:11,7/06/2017 5:40,1732.152,Jefferson Dr & 14th St SW,Jefferson Dr & 14th St SW,Customer
1024864,2/05/2017 3:11,2/05/2017 3:33,1314.825,Tenleytown / Wisconsin Ave & Albemarle St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
991066,29/04/2017 6:30,29/04/2017 6:38,453.748,Battery Ln & Trolley Trail,Woodmont Ave & Strathmore St,Subscriber
1355169,1/06/2017 4:46,1/06/2017 5:11,1471.309,Lincoln Memorial,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
534215,20/03/2017 16:38,20/03/2017 17:05,1601.764,20th St & Florida Ave NW,36th & Calvert St NW / Glover Park,Customer
90504,18/01/2017 19:36,18/01/2017 19:45,540.972,Thomas Circle,21st & M St NW,Subscriber
1742275,30/06/2017 5:46,30/06/2017 5:53,462.882,18th St & Wyoming Ave NW,18th & M St NW,Subscriber
77738,16/01/2017 18:42,16/01/2017 19:04,1316.653,19th St & Constitution Ave NW,19th St & Constitution Ave NW,Subscriber
188393,2/02/2017 17:32,2/02/2017 17:37,331.623,Columbus Circle / Union Station,11th & H St NE,Subscriber
1388518,3/06/2017 8:20,3/06/2017 8:38,1069.341,34th St & Wisconsin Ave NW,8th & F St NW,Customer
191232,3/02/2017 7:32,3/02/2017 7:46,822.875,Columbia Rd & Georgia Ave NW,7th & F St NW/Portrait Gallery,Subscriber
750820,10/04/2017 3:06,10/04/2017 3:28,1304.252,4th & C St SW,11th & H St NE,Subscriber
1283104,26/05/2017 2:27,26/05/2017 2:33,317.676,Eastern Market / 7th & North Carolina Ave SE,8th & F St NE,Subscriber
1215540,19/05/2017 9:31,19/05/2017 9:54,1411.819,4th & E St SW,Jefferson Memorial,Customer
633680,30/03/2017 8:08,30/03/2017 8:25,987.189,Georgia & New Hampshire Ave NW,Metro Center / 12th & G St NW,Subscriber
1272246,24/05/2017 8:57,24/05/2017 9:05,492.912,C & O Canal & Wisconsin Ave NW,22nd & P ST NW,Subscriber
586332,25/03/2017 16:56,25/03/2017 17:04,451.871,Potomac & Swann Ave,Potomac Greens Dr & Slaters Ln,Subscriber
1199029,18/05/2017 7:10,18/05/2017 7:44,2092.858,6th St & Indiana Ave NW,17th St & Independence Ave SW,Customer
502086,15/03/2017 18:40,15/03/2017 18:56,999.605,21st & I St NW,7th & F St NW/Portrait Gallery,Subscriber
671563,3/04/2017 2:52,3/04/2017 3:06,811.592,Henry Bacon Dr & Lincoln Memorial Circle NW,4th & M St SW,Subscriber
1062327,5/05/2017 2:26,5/05/2017 2:35,528.517,North Capitol St & F St NW,4th & C St SW,Subscriber
403878,1/03/2017 10:02,1/03/2017 10:14,725.351,25th St & Pennsylvania Ave NW,11th & F St NW,Subscriber
252558,11/02/2017 17:08,11/02/2017 17:28,1182.808,18th St & Wyoming Ave NW,New York Ave & 15th St NW,Subscriber
978150,28/04/2017 7:36,28/04/2017 7:52,927.93,10th & E St NW,17th & G St NW,Customer
1087618,8/05/2017 5:19,8/05/2017 5:41,1375.717,21st St & Constitution Ave NW,13th & D St NE,Subscriber
862221,17/04/2017 8:53,17/04/2017 9:08,922.726,11th & H St NE,Metro Center / 12th & G St NW,Subscriber
557628,23/03/2017 7:03,23/03/2017 7:10,418.119,5th & K St NW,11th & F St NW,Subscriber
343630,22/02/2017 18:26,22/02/2017 18:29,181.329,Bethesda Metro,Cordell & Norfolk Ave,Subscriber
103670,20/01/2017 19:59,20/01/2017 20:15,931.919,Wisconsin Ave & O St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
239587,9/02/2017 16:33,9/02/2017 16:47,856.48,14th & Rhode Island Ave NW,Eckington Pl & Q St NE,Subscriber
1124826,11/05/2017 9:18,11/05/2017 9:21,183.782,3rd & G St SE,1st & K St SE,Subscriber
344662,22/02/2017 19:51,22/02/2017 19:56,313.274,John McCormack Dr & Michigan Ave NE,Hamlin & 7th St NE,Subscriber
872975,18/04/2017 7:46,18/04/2017 7:52,342.284,11th & M St NW,17th St & Massachusetts Ave NW,Subscriber
602096,27/03/2017 14:56,27/03/2017 15:10,833.155,22nd St & Constitution Ave NW,4th & M St SW,Subscriber
897080,20/04/2017 7:20,20/04/2017 7:24,247.484,11th & O St NW,Metro Center / 12th & G St NW,Subscriber
1497573,11/06/2017 11:32,11/06/2017 11:52,1204.353,Constitution Ave & 2nd St NW/DOL,Constitution Ave & 2nd St NW/DOL,Customer
238127,9/02/2017 9:30,9/02/2017 9:52,1299.581,3rd & Elm St NW,34th & Water St NW,Subscriber
980649,28/04/2017 8:58,28/04/2017 9:05,416.02,Eads & 22nd St S,Pentagon City Metro / 12th & S Hayes St,Subscriber
151794,28/01/2017 11:00,28/01/2017 11:06,403.165,Georgia Ave and Fairmont St NW,Park Rd & Holmead Pl NW,Subscriber
786544,12/04/2017 7:36,12/04/2017 7:44,489.618,11th & M St NW,4th & D St NW / Judiciary Square,Subscriber
303808,18/02/2017 19:12,18/02/2017 21:33,8431.936,John McCormack Dr & Michigan Ave NE,Wisconsin Ave & O St NW,Customer
1151325,14/05/2017 11:04,14/05/2017 11:43,2366.148,4th & C St SW,4th & C St SW,Customer
1370998,2/06/2017 5:48,2/06/2017 6:23,2147.498,New York Ave & 15th St NW,6th & H St NE,Customer
1610057,20/06/2017 11:00,20/06/2017 11:04,233.531,4th St & Madison Dr NW,Constitution Ave & 2nd St NW/DOL,Customer
1654712,24/06/2017 3:39,24/06/2017 4:00,1256.733,Lynn & 19th St North,Wilson Blvd & N Quincy St,Subscriber
1732947,29/06/2017 8:18,29/06/2017 8:27,558.159,16th & R St NW,14th St & New York Ave NW,Subscriber
1450147,8/06/2017 6:39,8/06/2017 6:56,990.808,15th & Euclid St  NW,15th & K St NW,Subscriber
510886,17/03/2017 13:49,17/03/2017 13:56,457.803,7th & F St NW/Portrait Gallery,5th & K St NW,Subscriber
557874,23/03/2017 7:32,23/03/2017 7:55,1410.229,14th & Girard St NW,4th & E St SW,Subscriber
670031,2/04/2017 12:37,2/04/2017 5:14,16575.424,S Four Mile Run Dr & S Shirlington Rd,S Arlington Mill Dr & Campbell Ave,Customer
707237,5/04/2017 12:26,5/04/2017 12:42,911.824,Henry Bacon Dr & Lincoln Memorial Circle NW,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
469238,9/03/2017 15:05,9/03/2017 15:24,1136.862,New Hampshire Ave & T St NW,24th & N St NW,Subscriber
1373847,2/06/2017 7:35,2/06/2017 8:00,1458.783,Park Rd & Holmead Pl NW,21st & M St NW,Subscriber
791893,12/04/2017 12:07,12/04/2017 12:34,1643.349,New Jersey Ave & N St NW/Dunbar HS,L'Enfant Plaza / 7th & C St SW,Customer
1496267,11/06/2017 10:17,11/06/2017 10:24,432.315,4th & M St SW,3rd & G St SE,Subscriber
594810,26/03/2017 14:31,26/03/2017 15:03,1915.741,21st St & Constitution Ave NW,3rd St & Pennsylvania Ave SE,Customer
1097087,9/05/2017 3:08,9/05/2017 3:15,462.882,19th & L St NW,12th & L St NW,Subscriber
1443329,7/06/2017 11:38,7/06/2017 11:45,427.627,Columbus Circle / Union Station,6th St & Indiana Ave NW,Subscriber
440038,6/03/2017 16:43,6/03/2017 16:57,826.251,Lamont & Mt Pleasant NW,Massachusetts Ave & Dupont Circle NW,Customer
789688,12/04/2017 9:14,12/04/2017 9:33,1178.004,1st & K St SE,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1249721,22/05/2017 7:47,22/05/2017 7:52,247.052,17th & Corcoran St NW,22nd & P ST NW,Subscriber
1427150,6/06/2017 8:19,6/06/2017 8:44,1471.641,12th St & Pennsylvania Ave SE,10th St & Constitution Ave NW,Subscriber
180596,1/02/2017 17:46,1/02/2017 18:04,1081.512,17th & K St NW,Maryland & Independence Ave SW,Subscriber
397577,28/02/2017 13:10,28/02/2017 13:13,128.438,Wilson Blvd & N Quincy St,Central Library / N Quincy St & 10th St N,Subscriber
828378,15/04/2017 3:49,15/04/2017 4:00,705.847,5th St & Massachusetts Ave NW,1st & M St NE,Subscriber
892430,20/04/2017 4:36,20/04/2017 4:43,432.284,Ripley & Bonifant St,Veterans Pl & Pershing Dr ,Subscriber
268517,14/02/2017 12:29,14/02/2017 12:32,170.469,8th & O St NW,7th & R St NW / Shaw Library,Subscriber
741631,9/04/2017 5:50,9/04/2017 5:56,390.089,20th & O St NW / Dupont South,20th St & Florida Ave NW,Subscriber
116532,22/01/2017 22:46,22/01/2017 23:15,1729.74,Adams Mill & Columbia Rd NW,New York Ave & Hecht Ave NE,Customer
888813,19/04/2017 11:23,19/04/2017 11:39,933.435,17th & Corcoran St NW,4th & E St SW,Subscriber
1652169,24/06/2017 1:35,24/06/2017 2:05,1823.842,Jefferson Memorial,M St & Pennsylvania Ave NW,Customer
1654656,24/06/2017 3:36,24/06/2017 3:53,1015.523,24th & R St NE / National Arboretum,19th & East Capitol St SE,Subscriber
924603,23/04/2017 5:13,23/04/2017 5:32,1128.585,Washington & Independence Ave SW/HHS,10th St & L'Enfant Plaza SW,Customer
844882,16/04/2017 4:26,16/04/2017 4:43,999.793,14th & Upshur St NW,18th St & Wyoming Ave NW,Subscriber
807254,13/04/2017 12:14,13/04/2017 12:27,775.306,4th & E St SW,M St & New Jersey Ave SE,Subscriber
168135,31/01/2017 8:12,31/01/2017 8:36,1406.596,1st & K St SE,Metro Center / 12th & G St NW,Subscriber
639094,30/03/2017 17:19,30/03/2017 17:25,380.472,19th & L St NW,14th & Rhode Island Ave NW,Subscriber
735536,9/04/2017 1:50,9/04/2017 2:25,2099.627,Jefferson Dr & 14th St SW,6th St & Indiana Ave NW,Customer
104811,21/01/2017 8:04,21/01/2017 8:53,2939.008,N Quincy St & Glebe Rd,10th & G St NW,Customer
965074,27/04/2017 8:04,27/04/2017 8:11,436.089,Columbia Rd & Belmont St NW,10th & U St NW,Subscriber
703177,5/04/2017 8:13,5/04/2017 8:46,1962.338,13th & D St NE,19th & G St NW,Subscriber
295395,18/02/2017 10:49,18/02/2017 11:18,1719.545,New Hampshire Ave & T St NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
365468,24/02/2017 16:37,24/02/2017 16:58,1251.34,Massachusetts Ave & Dupont Circle NW,19th & L St NW,Customer
77092,16/01/2017 16:56,16/01/2017 17:13,1027.604,New Hampshire Ave & 24th St NW,N Lynn St & Fairfax Dr,Subscriber
1008990,30/04/2017 10:10,30/04/2017 10:16,332.031,16th & Harvard St NW,14th & V St NW,Subscriber
677081,3/04/2017 7:33,3/04/2017 7:43,611.536,17th St & Massachusetts Ave NW,8th & O St NW,Subscriber
1463935,9/06/2017 6:06,9/06/2017 6:30,1450.361,6th & H St NE,1st & D St SE,Subscriber
1073066,6/05/2017 9:36,6/05/2017 9:57,1264.401,Henry St & Pendleton St,Mount Vernon Ave & Bruce St,Subscriber
391217,27/02/2017 18:08,27/02/2017 18:12,215.926,Thomas Circle,14th & R St NW,Subscriber
938298,25/04/2017 5:35,25/04/2017 6:09,2036.77,2nd St & Massachusetts Ave NE,5th & K St NW,Subscriber
624198,29/03/2017 12:58,29/03/2017 13:09,636.033,18th & M St NW,14th & V St NW,Subscriber
643633,31/03/2017 13:25,31/03/2017 13:33,501.477,Washington & Independence Ave SW/HHS,5th & K St NW,Subscriber
1173626,16/05/2017 7:22,16/05/2017 7:36,842.873,21st & M St NW,5th & K St NW,Subscriber
93689,19/01/2017 11:33,19/01/2017 11:49,975.023,Ballston Metro / N Stuart & 9th St N,N Veitch & Key Blvd,Subscriber
1525938,14/06/2017 4:17,14/06/2017 4:26,580.818,Independence Ave & L'Enfant Plaza SW/DOE,Columbus Circle / Union Station,Subscriber
744709,9/04/2017 9:14,9/04/2017 10:54,6001.083,Eads & 22nd St S,12th & Army Navy Dr,Subscriber
99895,20/01/2017 10:07,20/01/2017 10:10,193.223,Utah St & 11th St N ,Wilson Blvd & N Quincy St,Subscriber
327338,21/02/2017 1:10,21/02/2017 1:33,1418.177,New Jersey Ave & N St NW/Dunbar HS,Anacostia Ave & Benning Rd NE / River Terrace ,Subscriber
1592392,19/06/2017 7:32,19/06/2017 7:44,728.753,D St & Maryland Ave NE,Potomac Ave & 8th St SE,Subscriber
69764,15/01/2017 11:41,15/01/2017 12:02,1312.444,D St & Maryland Ave NE,1st & N St  SE,Subscriber
1450849,8/06/2017 7:02,8/06/2017 7:12,593.226,Georgia Ave & Emerson St NW,Fort Totten Metro,Subscriber
1486610,10/06/2017 12:27,10/06/2017 12:31,238.499,15th & Euclid St  NW,14th & V St NW,Subscriber
1662520,24/06/2017 10:31,24/06/2017 10:39,487.265,Jefferson Dr & 14th St SW,Jefferson Memorial,Subscriber
1100552,9/05/2017 6:07,9/05/2017 6:47,2375.099,Wilson Blvd & N Uhle St,18th & Eads St.,Customer
263584,13/02/2017 17:51,13/02/2017 18:09,1041.22,1st & Rhode Island Ave NW,Neal St & Trinidad Ave NE,Subscriber
357795,24/02/2017 6:11,24/02/2017 6:14,208.83,21st St N & N Pierce St,Lynn & 19th St North,Subscriber
322494,20/02/2017 14:39,20/02/2017 15:08,1711.897,Lincoln Memorial,C & O Canal & Wisconsin Ave NW,Customer
23761,6/01/2017 8:18,6/01/2017 8:41,1392.031,9th & Upshur St NW,Kennedy Center,Subscriber
1717759,28/06/2017 7:55,28/06/2017 7:59,232.781,11th & Girard St NW,14th & Irving St NW,Subscriber
318823,20/02/2017 10:34,20/02/2017 10:41,414.975,Lincoln Park / 13th & East Capitol St NE ,11th & H St NE,Subscriber
1599186,20/06/2017 4:04,20/06/2017 4:19,896.646,20th & O St NW / Dupont South,1st & O St NW,Subscriber
76578,16/01/2017 15:36,16/01/2017 15:43,379.426,10th & U St NW,20th St & Florida Ave NW,Subscriber
280699,16/02/2017 6:42,16/02/2017 6:48,393.659,20th St & Florida Ave NW,15th & P St NW,Subscriber
172963,31/01/2017 18:19,31/01/2017 18:33,848.74,5th St & Massachusetts Ave NW,10th & Florida Ave NW,Subscriber
73406,15/01/2017 19:09,15/01/2017 19:24,900.781,20th & L St NW,15th & P St NW,Subscriber
820348,14/04/2017 9:31,14/04/2017 9:38,432.529,10th & U St NW,17th St & Massachusetts Ave NW,Subscriber
935215,24/04/2017 9:08,24/04/2017 10:47,5944.912,Calvert St & Woodley Pl NW,4th St & Madison Dr NW,Customer
647924,1/04/2017 2:23,1/04/2017 2:53,1790.176,14th & D St SE,10th St & Constitution Ave NW,Subscriber
1255281,23/05/2017 5:03,23/05/2017 5:11,447.201,7th & E St SW,1st & K St SE,Subscriber
1540180,15/06/2017 4:57,15/06/2017 5:09,707.722,2nd St & Seaton Pl NE,Constitution Ave & 2nd St NW/DOL,Subscriber
117429,23/01/2017 10:15,23/01/2017 10:19,245.952,11th & M St NW,13th St & New York Ave NW,Subscriber
202197,5/02/2017 4:33,5/02/2017 4:40,386.457,N Randolph St & Fairfax Dr,Pershing & N George Mason Dr,Customer
1751104,30/06/2017 12:32,30/06/2017 1:01,1720.092,L'Enfant Plaza / 7th & C St SW,Lincoln Memorial,Customer
1042701,3/05/2017 6:41,3/05/2017 6:48,451.71,California St & Florida Ave NW,20th & L St NW,Subscriber
1681625,26/06/2017 4:04,26/06/2017 4:17,793.089,USDA / 12th & Independence Ave SW,4th & East Capitol St NE,Subscriber
727111,8/04/2017 5:21,8/04/2017 5:36,884.5,Clarendon Blvd & Pierce St,M St & Pennsylvania Ave NW,Customer
711305,6/04/2017 7:28,6/04/2017 7:38,612.594,Arlington Blvd & N Queen St,37th & O St NW / Georgetown University,Subscriber
1745810,30/06/2017 8:02,30/06/2017 8:14,686.577,Fairfax Dr & Wilson Blvd,Iwo Jima Memorial/N Meade & 14th St N,Subscriber
135068,25/01/2017 20:10,25/01/2017 20:18,438.563,17th & K St NW,20th St & Florida Ave NW,Subscriber
72100,15/01/2017 15:46,15/01/2017 16:04,1062.408,Iwo Jima Memorial/N Meade & 14th St N,Washington Blvd & 10th St N,Subscriber
383745,26/02/2017 17:24,26/02/2017 17:42,1064.366,18th & R St NW,5th & K St NW,Customer
825038,15/04/2017 1:39,15/04/2017 2:12,1977.594,2nd & G St NE,Florida Ave & R St NW,Customer
1454961,8/06/2017 9:03,8/06/2017 9:16,773.667,37th & O St NW / Georgetown University,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,Subscriber
487608,12/03/2017 11:52,12/03/2017 11:56,219.278,15th & P St NW,17th & Corcoran St NW,Subscriber
1220032,20/05/2017 2:08,20/05/2017 2:12,238.639,11th & M St NW,Metro Center / 12th & G St NW,Subscriber
103461,20/01/2017 19:16,20/01/2017 19:40,1434.616,Columbia Rd & Belmont St NW,Connecticut & Nebraska Ave NW,Subscriber
332829,21/02/2017 17:13,21/02/2017 17:36,1393.483,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Lincoln Memorial,Customer
1160246,15/05/2017 6:57,15/05/2017 7:21,1445.168,Rhode Island & Connecticut Ave NW,1st & Rhode Island Ave NW,Subscriber
1033053,2/05/2017 8:22,2/05/2017 8:36,832.287,14th & Irving St NW,21st & M St NW,Subscriber
296634,18/02/2017 12:22,18/02/2017 12:52,1770.844,13th & D St NE,14th & Harvard St NW,Subscriber
125711,24/01/2017 19:08,24/01/2017 19:14,370.308,15th & P St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
457604,8/03/2017 15:13,8/03/2017 15:45,1928.205,Lincoln Memorial,Constitution Ave & 2nd St NW/DOL,Customer
1488925,11/06/2017 2:17,11/06/2017 3:13,3352.204,24th & R St NE / National Arboretum,24th & R St NE / National Arboretum,Customer
867397,18/04/2017 4:57,18/04/2017 5:04,436.155,37th & O St NW / Georgetown University,Lynn & 19th St North,Subscriber
274590,15/02/2017 8:31,15/02/2017 8:42,642.532,10th & K St NW,18th St & Pennsylvania Ave NW,Subscriber
327020,20/02/2017 21:01,20/02/2017 21:14,802.945,22nd & P ST NW,5th St & Massachusetts Ave NW,Subscriber
774607,11/04/2017 9:01,11/04/2017 9:16,904.803,13th & H St NE,4th & C St SW,Subscriber
149567,27/01/2017 18:11,27/01/2017 18:21,575.958,Calvert St & Woodley Pl NW,14th & Irving St NW,Subscriber
1009292,30/04/2017 10:28,30/04/2017 11:19,3035.785,22nd & I St NW / Foggy Bottom,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
447423,7/03/2017 12:11,7/03/2017 12:28,1027.525,North Capitol St & G Pl NE,8th & H St NW,Subscriber
218108,7/02/2017 8:53,7/02/2017 9:08,901.694,3rd & Elm St NW,Thomas Circle,Subscriber
75495,16/01/2017 12:40,16/01/2017 13:06,1587.61,8th & Eye St SE / Barracks Row,Lincoln Memorial,Subscriber
364734,24/02/2017 15:59,24/02/2017 16:01,143.347,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,Iwo Jima Memorial/N Meade & 14th St N,Subscriber
1073046,6/05/2017 9:35,6/05/2017 9:54,1162.697,5th & K St NW,14th & V St NW,Subscriber
1339691,30/05/2017 11:47,30/05/2017 11:55,523.227,20th & O St NW / Dupont South,US Dept of State / Virginia Ave & 21st St NW,Subscriber
580610,25/03/2017 13:15,25/03/2017 13:36,1257.987,14th & V St NW,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Subscriber
1441997,7/06/2017 9:25,7/06/2017 9:35,635.885,Woodmont Ave & Strathmore St,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,Subscriber
1144856,14/05/2017 4:08,14/05/2017 4:14,407.034,3rd St & Pennsylvania Ave SE,3rd & Tingey St SE,Subscriber
1157952,15/05/2017 5:38,15/05/2017 5:42,214.799,6th St & Indiana Ave NW,11th & F St NW,Subscriber
1541989,15/06/2017 5:57,15/06/2017 6:01,230.71,16th & Harvard St NW,Columbia Rd & Belmont St NW,Subscriber
1411934,5/06/2017 6:54,5/06/2017 7:03,576.099,New Hampshire Ave & T St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
753858,10/04/2017 5:38,10/04/2017 5:42,273.829,12th & U St NW,14th & Rhode Island Ave NW,Subscriber
389993,27/02/2017 17:04,27/02/2017 17:22,1115.269,21st St & Constitution Ave NW,Columbus Circle / Union Station,Subscriber
419108,3/03/2017 8:08,3/03/2017 8:18,581.322,18th St & Wyoming Ave NW,18th St & Pennsylvania Ave NW,Subscriber
1469796,9/06/2017 9:49,9/06/2017 11:08,4784.03,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Jefferson Dr & 14th St SW,Customer
1649982,23/06/2017 11:07,23/06/2017 11:27,1173.488,Adams Mill & Columbia Rd NW,2nd St & Seaton Pl NE,Subscriber
553752,22/03/2017 16:41,22/03/2017 16:53,736.546,15th & L St NW,L'Enfant Plaza / 7th & C St SW,Subscriber
261250,13/02/2017 10:59,13/02/2017 11:03,261.666,6th St & Indiana Ave NW,5th St & Massachusetts Ave NW,Subscriber
481782,11/03/2017 7:11,11/03/2017 7:24,752.644,11th & S St NW,North Capitol St & F St NW,Subscriber
1495244,11/06/2017 9:18,11/06/2017 9:37,1128.129,10th & K St NW,Eastern Market / 7th & North Carolina Ave SE,Subscriber
775543,11/04/2017 9:46,11/04/2017 9:54,458.662,17th & K St NW / Farragut Square,14th St & New York Ave NW,Subscriber
162538,30/01/2017 8:24,30/01/2017 8:32,520.188,14th & Irving St NW,Calvert St & Woodley Pl NW,Subscriber
610328,28/03/2017 7:50,28/03/2017 7:54,230.314,8th & F St NE,Columbus Circle / Union Station,Subscriber
11581,4/01/2017 9:20,4/01/2017 9:33,783.22,Columbus Circle / Union Station,M St & New Jersey Ave SE,Subscriber
1556025,16/06/2017 6:02,16/06/2017 6:11,541.133,25th St & Pennsylvania Ave NW,14th & L St NW,Subscriber
843397,16/04/2017 3:06,16/04/2017 6:07,10877.657,Independence Ave & L'Enfant Plaza SW/DOE,Independence Ave & L'Enfant Plaza SW/DOE,Customer
1680226,26/06/2017 2:09,26/06/2017 2:54,2697.088,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
1006981,30/04/2017 8:04,30/04/2017 8:07,155.431,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Eastern Market / 7th & North Carolina Ave SE,Subscriber
898281,20/04/2017 7:58,20/04/2017 8:02,252.539,D St & Maryland Ave NE,Columbus Circle / Union Station,Subscriber
1543911,15/06/2017 6:59,15/06/2017 7:10,652.779,15th & F St NE,North Capitol St & F St NW,Subscriber
1012624,30/04/2017 12:58,30/04/2017 1:39,2454.029,19th St & Pennsylvania Ave NW,17th & G St NW,Customer
264524,13/02/2017 19:04,13/02/2017 19:20,919.913,17th & K St NW,North Capitol St & F St NW,Subscriber
1369763,2/06/2017 5:06,2/06/2017 5:16,576.579,17th & K St NW,North Capitol St & F St NW,Subscriber
1655724,24/06/2017 4:36,24/06/2017 4:50,838.672,1st & Rhode Island Ave NW,Washington & Independence Ave SW/HHS,Subscriber
1179382,16/05/2017 12:03,16/05/2017 12:05,140.452,Washington Blvd & 10th St N,Washington Blvd & 7th St N,Subscriber
794347,13/04/2017 3:21,13/04/2017 3:43,1327.269,Constitution Ave & 2nd St NW/DOL,14th & D St NW / Ronald Reagan Building,Customer
177242,1/02/2017 9:19,1/02/2017 9:28,523.475,39th & Calvert St NW / Stoddert,C & O Canal & Wisconsin Ave NW,Subscriber
486579,11/03/2017 22:17,11/03/2017 22:25,511.548,C & O Canal & Wisconsin Ave NW,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,Customer
191735,3/02/2017 8:14,3/02/2017 8:23,503.739,New Hampshire Ave & 24th St NW,13th St & New York Ave NW,Subscriber
1314113,28/05/2017 10:28,28/05/2017 10:34,370.342,4th & D St NW / Judiciary Square,Washington & Independence Ave SW/HHS,Subscriber
1254184,23/05/2017 3:55,23/05/2017 4:01,358.344,California St & Florida Ave NW,17th & K St NW,Subscriber
