,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
2333472,3/04/2017 16:04,3/04/2017 16:15,652,E 6 St & Avenue B,E 17 St & Broadway,Subscriber,Female,1990
3487236,29/04/2017 14:33,29/04/2017 14:43,617,W 13 St & Hudson St,Cleveland Pl & Spring St,Customer,,
2830772,15/04/2017 8:27,15/04/2017 8:36,548,E 31 St & 3 Ave,E 47 St & 2 Ave,Subscriber,Female,1965
4400042,17/05/2017 19:33,17/05/2017 19:54,1301,W 38 St & 8 Ave,W 22 St & 10 Ave,Subscriber,Male,1970
1773109,9/03/2017 8:59,9/03/2017 9:15,969,E 14 St & Avenue B,W 26 St & 8 Ave,Subscriber,Female,1985
419130,19/01/2017 20:01,19/01/2017 20:09,464,India St & Manhattan Ave,Kent Ave & N 7 St,Subscriber,Male,1987
2221236,30/03/2017 15:37,30/03/2017 15:49,716,Pershing Square North,Broadway & W 36 St,Customer,,
3331187,26/04/2017 17:41,26/04/2017 17:49,459,Clinton Ave & Myrtle Ave,Duffield St & Willoughby St,Subscriber,Male,1992
1326705,23/02/2017 18:48,23/02/2017 19:32,2595,Centre St & Chambers St,Lewis Ave & Decatur St,Subscriber,Female,1981
4695932,23/05/2017 16:23,23/05/2017 16:37,812,W 64 St & West End Ave,E 75 St & 3 Ave,Subscriber,Male,1980
2306395,2/04/2017 20:09,2/04/2017 20:13,246,E 16 St & 5 Ave,W 20 St & 7 Ave,Subscriber,Male,1993
1007348,14/02/2017 8:21,14/02/2017 8:37,973,E 14 St & Avenue B,Pershing Square North,Subscriber,Male,1970
3210264,23/04/2017 13:50,23/04/2017 14:23,1977,Lexington Ave & E 29 St,E 68 St & 3 Ave,Customer,,
3597142,1/05/2017 17:35,1/05/2017 17:41,359,W 27 St & 7 Ave,W 27 St & 10 Ave,Subscriber,Female,1989
6297336,22/06/2017 13:43,22/06/2017 14:07,1483,Broad St & Bridge St,Peck Slip & Front St,Customer,,
4614050,21/05/2017 15:30,21/05/2017 15:43,809,E 4 St & 2 Ave,Grand St & Elizabeth St,Subscriber,Female,1983
4882582,27/05/2017 15:52,27/05/2017 16:30,2252,Little West St & 1 Pl,W 52 St & 11 Ave,Customer,,
2292117,2/04/2017 15:48,2/04/2017 16:09,1249,Wythe Ave & Metropolitan Ave,Cleveland Pl & Spring St,Subscriber,Male,1981
5857557,14/06/2017 14:16,14/06/2017 14:57,2419,E 16 St & Irving Pl,W 52 St & 11 Ave,Subscriber,,
1480551,28/02/2017 7:47,28/02/2017 7:53,353,Vesey Pl & River Terrace,Little West St & 1 Pl,Subscriber,Male,1974
1573120,2/03/2017 12:05,2/03/2017 12:29,1449,6 Ave & W 33 St,W 64 St & West End Ave,Subscriber,Female,1985
4220245,14/05/2017 19:40,14/05/2017 19:47,418,E 20 St & 2 Ave,E 4 St & 2 Ave,Subscriber,Female,1982
5551761,9/06/2017 8:57,9/06/2017 9:00,195,E 33 St & 5 Ave,Pershing Square South,Subscriber,Male,1969
5778248,13/06/2017 7:40,13/06/2017 7:51,679,W 78 St & Broadway,Grand Army Plaza & Central Park S,Subscriber,Male,1968
6214551,21/06/2017 8:45,21/06/2017 8:51,380,Carmine St & 6 Ave,W 18 St & 6 Ave,Subscriber,Male,1986
6685079,28/06/2017 20:10,28/06/2017 20:17,409,Broadway & E 22 St,W 20 St & 8 Ave,Subscriber,Male,1988
2687000,12/04/2017 10:11,12/04/2017 10:18,450,Broadway & W 49 St,W 46 St & 11 Ave,Subscriber,Male,1966
1306401,23/02/2017 11:12,23/02/2017 11:24,694,W 27 St & 7 Ave,Greenwich St & W Houston St,Subscriber,Male,1975
6127839,19/06/2017 15:41,19/06/2017 16:05,1407,Broadway & E 14 St,Columbus Ave & W 72 St,Subscriber,Male,1985
3113781,20/04/2017 21:36,20/04/2017 21:44,457,W 4 St & 7 Ave S,W 25 St & 6 Ave,Subscriber,Male,1990
900420,7/02/2017 7:30,7/02/2017 7:39,523,1 Ave & E 62 St,E 33 St & 2 Ave,Subscriber,Male,1974
6611894,27/06/2017 18:53,27/06/2017 19:02,574,W 42 St & 8 Ave,W 24 St & 7 Ave,Subscriber,Female,1988
986226,13/02/2017 9:55,13/02/2017 10:03,466,William St & Pine St,Lispenard St & Broadway,Subscriber,Male,1973
5984777,16/06/2017 14:19,16/06/2017 14:25,387,E 20 St & Park Ave,E 25 St & 1 Ave,Subscriber,Female,1992
6248008,21/06/2017 17:58,21/06/2017 18:06,522,Broadway & E 22 St,1 Ave & E 30 St,Subscriber,Male,1985
4247065,15/05/2017 13:43,15/05/2017 13:48,335,St Marks Pl & 1 Ave,Broadway & E 14 St,Subscriber,Male,1983
343569,17/01/2017 8:43,17/01/2017 8:50,454,Monroe St & Bedford Ave,Emerson Pl & Myrtle Ave,Subscriber,Female,1977
3432189,28/04/2017 16:00,28/04/2017 16:08,447,Duane St & Greenwich St,Grand St & Greene St,Subscriber,Female,1987
6534326,26/06/2017 17:07,26/06/2017 17:42,2086,West St & Chambers St,W 34 St & 11 Ave,Customer,,
3977790,9/05/2017 14:15,9/05/2017 14:21,366,W 41 St & 8 Ave,8 Ave & W 33 St,Subscriber,Male,1985
3558786,30/04/2017 20:46,30/04/2017 20:54,436,W 37 St & 10 Ave,Broadway & W 32 St,Subscriber,Male,1989
2007404,23/03/2017 13:21,23/03/2017 13:36,867,W 45 St & 8 Ave,11 Ave & W 41 St,Customer,,
5433535,7/06/2017 11:40,7/06/2017 11:46,406,Christopher St & Greenwich St,Mercer St & Bleecker St,Subscriber,Male,1980
1266782,22/02/2017 10:35,22/02/2017 10:48,832,W 45 St & 6 Ave,Central Park West & W 76 St,Subscriber,Male,1956
3877076,7/05/2017 12:00,7/05/2017 12:06,330,Allen St & Rivington St,Lafayette St & E 8 St,Subscriber,Male,1971
2688996,12/04/2017 11:13,12/04/2017 11:19,354,W 31 St & 7 Ave,Broadway & E 22 St,Subscriber,,1974
4861406,27/05/2017 10:09,27/05/2017 10:47,2278,E 85 St & 3 Ave,W Broadway & Spring St,Subscriber,Female,1985
3680668,3/05/2017 6:33,3/05/2017 6:44,629,Pershing Square North,W 26 St & 8 Ave,Subscriber,Male,1991
6117893,19/06/2017 11:39,19/06/2017 11:48,524,LaGuardia Pl & W 3 St,E 15 St & 3 Ave,Subscriber,Male,1977
832379,4/02/2017 12:28,4/02/2017 12:53,1484,5 Ave & E 93 St,W 43 St & 6 Ave,Customer,,
6658868,28/06/2017 15:21,28/06/2017 16:44,4950,5 Ave & E 63 St,5 Ave & E 63 St,Customer,,
4001054,9/05/2017 19:33,9/05/2017 19:46,802,8 Ave & W 52 St,W 87 St  & Amsterdam Ave,Subscriber,Male,1988
2046780,24/03/2017 17:12,24/03/2017 17:37,1536,Grand Army Plaza & Central Park S,Grand Army Plaza & Central Park S,Customer,,
4348747,17/05/2017 7:23,17/05/2017 7:54,1866,W 74 St & Columbus Ave,Broadway & Battery Pl,Subscriber,Male,1966
2213898,30/03/2017 11:54,30/03/2017 11:58,290,Great Jones St,E 3 St & 1 Ave,Subscriber,Male,1953
6399122,24/06/2017 11:24,24/06/2017 11:52,1736,Central Park West & W 72 St,Riverside Dr & W 104 St,Customer,Male,1979
810581,3/02/2017 13:37,3/02/2017 13:59,1288,Cleveland Pl & Spring St,Lafayette Ave & Fort Greene Pl,Subscriber,Male,1954
2022199,23/03/2017 20:07,23/03/2017 20:15,504,Leonard St & Church St,Mott St & Prince St,Subscriber,Male,1992
5153653,2/06/2017 5:56,2/06/2017 6:01,299,Carlton Ave & Park Ave,DeKalb Ave & Hudson Ave,Subscriber,Male,1963
4923336,28/05/2017 14:34,28/05/2017 14:51,996,Christopher St & Greenwich St,Mercer St & Bleecker St,Subscriber,Female,1974
4606890,21/05/2017 14:06,21/05/2017 14:19,738,Centre St & Chambers St,Duffield St & Willoughby St,Subscriber,Male,1988
5374388,6/06/2017 7:23,6/06/2017 7:29,359,Forsyth St & Broome St,Henry St & Grand St,Subscriber,Male,1976
4565386,20/05/2017 16:13,20/05/2017 16:30,1062,LaGuardia Pl & W 3 St,E 6 St & Avenue B,Customer,,
6680967,28/06/2017 19:18,28/06/2017 19:47,1743,E 35 St & 3 Ave,Metropolitan Ave & Bedford Ave,Subscriber,Male,1984
395499,19/01/2017 9:06,19/01/2017 9:20,801,Allen St & Hester St,E 33 St & 2 Ave,Subscriber,Male,1985
4015724,10/05/2017 8:13,10/05/2017 8:21,485,W Broadway & Spring St,University Pl & E 14 St,Subscriber,Female,1989
1746802,8/03/2017 17:09,8/03/2017 17:24,922,Broadway & W 51 St,1 Ave & E 78 St,Subscriber,Male,1979
6528387,26/06/2017 15:38,26/06/2017 15:47,540,W 52 St & 6 Ave,W 67 St & Broadway,Subscriber,Male,1972
6635670,28/06/2017 8:31,28/06/2017 9:10,2323,LaGuardia Pl & W 3 St,Riverside Dr & W 78 St,Subscriber,Female,1966
5375870,6/06/2017 8:16,6/06/2017 8:22,350,2 Ave & E 96 St,E 102 St & 1 Ave,Subscriber,Male,1953
3258266,24/04/2017 12:39,24/04/2017 13:08,1763,5 Ave & E 63 St,E 51 St & Lexington Ave,Customer,Male,1997
1101795,17/02/2017 9:49,17/02/2017 10:04,872,E 55 St & 3 Ave,Broadway & W 32 St,Subscriber,Female,1956
6118194,19/06/2017 11:47,19/06/2017 11:52,303,Lispenard St & Broadway,Grand St & Elizabeth St,Subscriber,Female,1971
8191,1/01/2017 14:54,1/01/2017 15:11,999,1 Ave & E 18 St,W 33 St & 7 Ave,Subscriber,Male,1990
267709,13/01/2017 15:11,13/01/2017 15:35,1443,E 58 St & 1 Ave,Riverside Dr & W 78 St,Subscriber,Female,1977
783579,2/02/2017 16:58,2/02/2017 17:25,1640,Broadway & W 53 St,E 11 St & 2 Ave,Customer,,
5730861,12/06/2017 8:18,12/06/2017 8:52,2072,Henry St & Grand St,Henry St & Grand St,Subscriber,Female,1989
3708403,3/05/2017 15:08,3/05/2017 15:16,466,E 11 St & 2 Ave,St Marks Pl & 1 Ave,Subscriber,Male,1995
6233827,21/06/2017 14:57,21/06/2017 15:08,664,E 66 St & Madison Ave,E 81 St & 3 Ave,Subscriber,Male,1945
5113136,1/06/2017 13:52,1/06/2017 13:57,282,E 4 St & 2 Ave,E 15 St & 3 Ave,Subscriber,Female,1990
461790,21/01/2017 14:07,21/01/2017 14:12,348,W 16 St & The High Line,W 15 St & 7 Ave,Subscriber,Male,1973
6046208,17/06/2017 20:48,17/06/2017 20:55,431,W 18 St & 6 Ave,5 Ave & E 29 St,Subscriber,Male,1980
2163840,29/03/2017 8:41,29/03/2017 8:49,477,Broadway & W 39 St,E 24 St & Park Ave S,Subscriber,Male,1971
4962659,29/05/2017 16:32,29/05/2017 16:55,1363,W 63 St & Broadway,E 58 St & 3 Ave,Customer,,
5056623,31/05/2017 16:37,31/05/2017 16:58,1244,Greene Ave & Nostrand Ave,Concord St & Bridge St,Customer,,
2077482,25/03/2017 15:19,25/03/2017 15:27,486,W 78 St & Broadway,W 54 St & 9 Ave,Subscriber,Female,1987
5019927,30/05/2017 19:56,30/05/2017 20:12,971,Greenwich St & Hubert St,1 Ave & E 18 St,Subscriber,Male,1991
2743153,13/04/2017 12:59,13/04/2017 13:23,1459,5 Ave & E 78 St,5 Ave & E 93 St,Customer,,
1428813,26/02/2017 14:43,26/02/2017 14:50,427,Pike St & E Broadway,Rivington St & Ridge St,Subscriber,Male,1991
3904957,8/05/2017 7:49,8/05/2017 7:52,182,E 97 St & Madison Ave,E 97 St & 3 Ave,Subscriber,Male,1983
5582744,9/06/2017 17:07,9/06/2017 17:14,449,W 41 St & 8 Ave,E 40 St & 5 Ave,Subscriber,Male,1996
1494784,28/02/2017 13:17,28/02/2017 13:38,1232,Washington Pl & Broadway,Broadway & W 36 St,Subscriber,Male,1985
3256880,24/04/2017 11:59,24/04/2017 12:15,954,Willoughby Ave & Walworth St,Berkeley Pl & 6 Ave,Subscriber,Female,1987
3610846,1/05/2017 19:56,1/05/2017 20:11,917,Washington Pl & 6 Ave,Lafayette St & E 8 St,Subscriber,Female,1981
6436423,24/06/2017 20:20,24/06/2017 20:27,432,Johnson St & Gold St,Johnson St & Gold St,Subscriber,Male,1965
4552959,20/05/2017 13:02,20/05/2017 13:13,638,2 Ave  & E 104 St,E 85 St & 3 Ave,Subscriber,Female,1995
2742363,13/04/2017 12:41,13/04/2017 12:45,207,E 91 St & Park Ave,5 Ave & E 88 St,Subscriber,Female,1979
5570861,9/06/2017 14:37,9/06/2017 14:52,893,E 53 St & 3 Ave,E 53 St & 3 Ave,Subscriber,Male,1990
6337942,23/06/2017 6:08,23/06/2017 6:25,1037,W 45 St & 8 Ave,1 Ave & E 68 St,Subscriber,Male,1987
1760198,8/03/2017 21:01,8/03/2017 21:08,374,Washington Pl & Broadway,W 13 St & 6 Ave,Subscriber,Male,1991
3737964,3/05/2017 23:47,3/05/2017 23:57,571,Harrison St & Hudson St,Greenwich Ave & Charles St,Subscriber,Male,1989
3753708,4/05/2017 9:50,4/05/2017 10:08,1075,E 81 St & York Ave,E 51 St & 1 Ave,Subscriber,Male,1990
1702337,7/03/2017 15:18,7/03/2017 15:19,75,Hudson St & Reade St,Harrison St & Hudson St,Subscriber,Female,1973
4923199,28/05/2017 14:32,28/05/2017 15:01,1738,W 100 St & Manhattan Ave,W 49 St & 8 Ave,Subscriber,Male,1965
4937397,28/05/2017 17:52,28/05/2017 17:54,68,Pearl St & Anchorage Pl,Pearl St & Anchorage Pl,Customer,,
1967520,21/03/2017 22:11,21/03/2017 22:13,130,Hicks St & Montague St,Henry St & Atlantic Ave,Subscriber,Male,1983
5547838,9/06/2017 8:19,9/06/2017 8:30,680,W 52 St & 11 Ave,W 20 St & 11 Ave,Subscriber,Male,1977
6427467,24/06/2017 17:53,24/06/2017 18:15,1266,11 Ave & W 41 St,Columbus Ave & W 72 St,Subscriber,Female,1953
6335629,22/06/2017 23:37,22/06/2017 23:50,750,York St & Jay St,Forsyth St & Canal St,Customer,,
1465805,27/02/2017 17:55,27/02/2017 18:03,483,W 46 St & 11 Ave,8 Ave & W 33 St,Subscriber,Male,1961
5643240,10/06/2017 16:51,10/06/2017 17:26,2084,W 24 St & 7 Ave,1 Ave & E 16 St,Subscriber,Male,1988
6409370,24/06/2017 13:50,24/06/2017 14:02,699,E 5 St & Avenue C,E 12 St & 3 Ave,Subscriber,Male,1993
1368419,24/02/2017 17:25,24/02/2017 17:32,457,W 25 St & 6 Ave,W 20 St & 8 Ave,Subscriber,Male,1971
2041176,24/03/2017 14:40,24/03/2017 14:51,718,E 55 St & 3 Ave,W 41 St & 8 Ave,Subscriber,Male,1972
2369678,4/04/2017 17:15,4/04/2017 17:21,337,E 24 St & Park Ave S,Pershing Square North,Subscriber,Male,1979
5346409,5/06/2017 16:35,5/06/2017 16:40,278,Lafayette St & E 8 St,E 15 St & 3 Ave,Customer,,
5318173,5/06/2017 7:17,5/06/2017 7:34,1050,Market St & Cherry St,E 15 St & 3 Ave,Subscriber,Male,1988
2832885,15/04/2017 9:45,15/04/2017 10:04,1147,Grand St & Elizabeth St,5 Ave & E 29 St,Subscriber,Female,1972
36062,3/01/2017 18:51,3/01/2017 19:00,518,E 53 St & Lexington Ave,E 72 St & York Ave,Subscriber,Male,1990
1573131,2/03/2017 12:05,2/03/2017 12:10,258,E 2 St & Avenue C,E 3 St & 1 Ave,Subscriber,Male,1987
48961,4/01/2017 9:43,4/01/2017 9:55,689,W 38 St & 8 Ave,E 33 St & 2 Ave,Subscriber,Male,1978
194079,11/01/2017 16:02,11/01/2017 16:10,507,6 Ave & W 33 St,E 16 St & 5 Ave,Subscriber,Male,1980
1705384,7/03/2017 16:56,7/03/2017 17:04,499,E 51 St & Lexington Ave,FDR Drive & E 35 St,Subscriber,Male,1990
3584757,1/05/2017 14:24,1/05/2017 14:45,1224,University Pl & E 14 St,South End Ave & Liberty St,Subscriber,Male,1960
4350781,17/05/2017 7:50,17/05/2017 8:06,930,Pershing Square South,Madison Ave & E 82 St,Subscriber,Male,1975
1047880,15/02/2017 13:38,15/02/2017 13:51,808,Lexington Ave & Classon Ave,Willoughby Ave & Walworth St,Subscriber,Male,1987
5408678,6/06/2017 20:26,6/06/2017 20:30,224,E 33 St & 2 Ave,E 25 St & 2 Ave,Subscriber,Female,1993
3259446,24/04/2017 13:12,24/04/2017 13:17,281,Baltic St & 5 Ave,4 Ave & 2 St,Subscriber,Male,1984
1998897,23/03/2017 8:13,23/03/2017 8:20,442,W 33 St & 7 Ave,E 20 St & Park Ave,Subscriber,Male,1967
1779797,9/03/2017 11:46,9/03/2017 11:51,288,E 25 St & 1 Ave,E 24 St & Park Ave S,Subscriber,Female,1988
6242085,21/06/2017 17:08,21/06/2017 17:26,1077,5 Ave & E 78 St,W 100 St & Manhattan Ave,Subscriber,Male,1982
2621257,11/04/2017 8:14,11/04/2017 8:21,422,E 81 St & York Ave,1 Ave & E 68 St,Subscriber,Male,1971
6622337,27/06/2017 21:42,27/06/2017 21:56,831,E 33 St & 2 Ave,1 Ave & E 68 St,Subscriber,Male,1990
5478848,8/06/2017 6:29,8/06/2017 6:34,298,Washington Park,Hanson Pl & Ashland Pl,Subscriber,Male,1983
4829306,26/05/2017 15:11,26/05/2017 15:19,434,Grand St & Greene St,Peck Slip & Front St,Subscriber,Female,1979
5542728,9/06/2017 7:03,9/06/2017 7:23,1238,Liberty St & Broadway,W 39 St & 9 Ave,Subscriber,Male,1960
2131833,27/03/2017 20:10,27/03/2017 20:17,397,Lefferts Pl & Franklin Ave,Monroe St & Tompkins Ave,Subscriber,Male,1985
2322201,3/04/2017 10:13,3/04/2017 10:27,881,Driggs Ave & Lorimer St,48 Ave & 5 St,Subscriber,Male,1970
5246223,3/06/2017 15:01,3/06/2017 15:06,320,Henry St & Atlantic Ave,Columbia St & Degraw St,Subscriber,Male,1985
960042,8/02/2017 20:58,8/02/2017 21:11,779,Dean St & Hoyt St,Berkeley Pl & 6 Ave,Subscriber,Male,1983
567019,26/01/2017 7:59,26/01/2017 8:14,883,Penn Station Valet,W 52 St & 11 Ave,Subscriber,Male,1954
1501743,28/02/2017 16:33,28/02/2017 16:39,345,Centre St & Chambers St,Grand St & Elizabeth St,Subscriber,Female,1984
1620093,3/03/2017 18:15,3/03/2017 18:28,748,Columbia St & Rivington St,Columbia St & Rivington St,Subscriber,Male,1968
2099582,26/03/2017 14:53,26/03/2017 14:55,125,W 26 St & 10 Ave,W 26 St & 8 Ave,Subscriber,Male,1964
6778534,30/06/2017 12:14,30/06/2017 12:32,1083,9 Ave & W 45 St,5 Ave & E 78 St,Subscriber,Male,1973
4323459,16/05/2017 17:47,16/05/2017 17:56,506,Broadway & W 41 St,12 Ave & W 40 St,Subscriber,Male,1954
3619679,2/05/2017 6:43,2/05/2017 6:46,227,W 70 St & Amsterdam Ave,Broadway & W 58 St,Subscriber,Male,1985
3550977,30/04/2017 17:26,30/04/2017 17:32,363,DeKalb Ave & Vanderbilt Ave,Hanson Pl & Ashland Pl,Subscriber,Male,1972
653349,29/01/2017 10:57,29/01/2017 11:00,221,W 21 St & 6 Ave,W 13 St & 5 Ave,Subscriber,Male,1991
5230656,3/06/2017 11:45,3/06/2017 12:27,2534,E 102 St & 1 Ave,E 102 St & 1 Ave,Subscriber,Male,1975
5980285,16/06/2017 12:44,16/06/2017 12:51,423,Forsyth St & Canal St,Cleveland Pl & Spring St,Customer,,
393634,19/01/2017 8:41,19/01/2017 8:48,383,Greenwich Ave & 8 Ave,Broadway & E 22 St,Subscriber,Male,1987
1952987,21/03/2017 16:58,21/03/2017 17:17,1148,E 32 St & Park Ave,Rivington St & Ridge St,Subscriber,Male,1949
617900,27/01/2017 17:07,27/01/2017 17:14,381,1 Ave & E 78 St,1 Ave & E 62 St,Subscriber,Male,1994
4909627,28/05/2017 11:10,28/05/2017 11:21,644,Franklin St & W Broadway,Peck Slip & Front St,Subscriber,Female,1978
1846902,12/03/2017 13:39,12/03/2017 13:45,376,Leonard St & Church St,Barclay St & Church St,Subscriber,Male,1989
887403,6/02/2017 17:28,6/02/2017 17:49,1277,Grand St & Elizabeth St,Henry St & Grand St,Subscriber,Female,1972
1113923,17/02/2017 17:21,17/02/2017 17:25,259,Great Jones St,Rivington St & Chrystie St,Subscriber,Male,1990
350103,17/01/2017 16:10,17/01/2017 16:19,515,West St & Chambers St,Christopher St & Greenwich St,Subscriber,Female,1986
6385191,23/06/2017 19:21,23/06/2017 19:28,372,E 6 St & Avenue D,E 11 St & 1 Ave,Subscriber,Male,1985
3988912,9/05/2017 17:29,9/05/2017 17:53,1432,Pershing Square South,E 110 St & Madison Ave,Subscriber,Male,1983
2409596,5/04/2017 16:11,5/04/2017 16:24,809,E 72 St & Park Ave,Amsterdam Ave & W 82 St,Subscriber,Female,1984
6002604,16/06/2017 18:19,16/06/2017 18:36,1017,W 22 St & 10 Ave,Allen St & Rivington St,Subscriber,Male,1971
6077064,18/06/2017 15:58,18/06/2017 16:04,319,E 17 St & Broadway,E 30 St & Park Ave S,Customer,,
1534237,1/03/2017 13:08,1/03/2017 13:14,355,Barrow St & Hudson St,Perry St & Bleecker St,Subscriber,Female,1979
3697104,3/05/2017 10:41,3/05/2017 10:44,159,Graham Ave & Herbert St,Graham Ave & Conselyea St,Subscriber,Female,1977
723936,31/01/2017 20:14,31/01/2017 20:18,206,E 11 St & 1 Ave,E 15 St & 3 Ave,Subscriber,Male,1986
2121719,27/03/2017 17:08,27/03/2017 17:14,356,W 49 St & 8 Ave,9 Ave & W 28 St,Subscriber,Male,1989
5466486,7/06/2017 19:24,7/06/2017 19:28,228,Washington St & Gansevoort St,W 16 St & The High Line,Subscriber,Male,1990
5697311,11/06/2017 17:13,11/06/2017 17:51,2275,Leonard St & Boerum St,Leonard St & Boerum St,Subscriber,Male,1990
5414643,7/06/2017 6:43,7/06/2017 6:49,394,Perry St & Bleecker St,W 26 St & 10 Ave,Subscriber,Male,1988
2880514,16/04/2017 11:35,16/04/2017 11:45,616,E 47 St & Park Ave,W 33 St & 7 Ave,Subscriber,Male,1981
4578302,20/05/2017 19:57,20/05/2017 20:52,3292,Broadway & W 60 St,Broadway & W 60 St,Customer,,
4511317,19/05/2017 16:41,19/05/2017 16:47,380,W 24 St & 7 Ave,W 20 St & 11 Ave,Subscriber,Female,1994
750802,1/02/2017 17:39,1/02/2017 18:02,1339,5 Ave & E 103 St,1 Ave & E 62 St,Subscriber,Male,1976
6051445,18/06/2017 2:15,18/06/2017 2:19,235,E 11 St & 1 Ave,Lafayette St & E 8 St,Subscriber,Male,1987
5273426,3/06/2017 22:32,3/06/2017 22:39,367,Howard St & Centre St,Norfolk St & Broome St,Subscriber,Male,1992
5877199,14/06/2017 18:29,14/06/2017 18:36,416,E 30 St & Park Ave S,University Pl & E 14 St,Subscriber,Male,1991
1293029,23/02/2017 0:09,23/02/2017 0:18,535,Sullivan St & Washington Sq,W 16 St & The High Line,Subscriber,Male,1978
3168614,22/04/2017 12:18,22/04/2017 12:29,681,3 Ave & E 71 St,E 85 St & 3 Ave,Subscriber,Female,1978
2558494,9/04/2017 19:00,9/04/2017 19:08,442,Lafayette St & E 8 St,Lexington Ave & E 24 St,Subscriber,Female,1971
4825305,26/05/2017 14:15,26/05/2017 14:25,622,Fulton St & Clermont Ave,Schermerhorn St & Court St,Subscriber,Female,1970
6526266,26/06/2017 14:55,26/06/2017 15:04,534,W 16 St & The High Line,W 34 St & 11 Ave,Subscriber,Male,1984
2582697,10/04/2017 12:58,10/04/2017 13:10,725,W 52 St & 9 Ave,W 27 St & 10 Ave,Subscriber,Male,1971
5626662,10/06/2017 13:16,10/06/2017 13:47,1853,W 52 St & 5 Ave,Madison Ave & E 82 St,Customer,,
2901303,16/04/2017 16:17,16/04/2017 16:47,1784,W 44 St & 5 Ave,Vesey Pl & River Terrace,Customer,,
1557913,1/03/2017 22:31,1/03/2017 22:51,1209,8 Ave & W 33 St,E 3 St & 1 Ave,Subscriber,Male,1978
1686475,6/03/2017 20:00,6/03/2017 20:11,624,W Broadway & Spring St,W 13 St & 6 Ave,Subscriber,Female,1968
3024101,18/04/2017 21:32,18/04/2017 21:38,362,W 64 St & West End Ave,Riverside Dr & W 82 St,Subscriber,Male,1964
4784882,25/05/2017 2:57,25/05/2017 3:04,369,Broadway & W 36 St,W 42 St & 8 Ave,Subscriber,Male,1991
6268809,21/06/2017 23:11,21/06/2017 23:14,172,E 2 St & 2 Ave,Lafayette St & E 8 St,Subscriber,Male,1988
6447759,25/06/2017 8:22,25/06/2017 8:38,995,South End Ave & Liberty St,John St & William St,Customer,,
5676731,11/06/2017 12:07,11/06/2017 12:13,345,Allen St & Rivington St,E 6 St & Avenue B,Subscriber,Male,1993
2143598,28/03/2017 9:33,28/03/2017 9:36,141,South St & Gouverneur Ln,Water - Whitehall Plaza,Subscriber,Male,1977
427602,20/01/2017 8:12,20/01/2017 8:16,264,E 9 St & Avenue C,Suffolk St & Stanton St,Subscriber,,1978
6610717,27/06/2017 18:42,27/06/2017 18:45,188,2 Ave & E 96 St,E 102 St & 1 Ave,Subscriber,Male,1987
6596986,27/06/2017 16:45,27/06/2017 16:57,748,W 20 St & 11 Ave,E 20 St & 2 Ave,Subscriber,Male,1960
1276104,22/02/2017 16:18,22/02/2017 16:24,341,Greenpoint Ave & Manhattan Ave,Nassau Ave & Russell St,Subscriber,Female,1978
5591941,9/06/2017 18:29,9/06/2017 18:57,1708,Centre St & Chambers St,Centre St & Chambers St,Customer,,
3187016,22/04/2017 20:40,22/04/2017 21:04,1431,Atlantic Ave & Fort Greene Pl,Lewis Ave & Madison St,Customer,Male,1993
5859655,14/06/2017 14:59,14/06/2017 15:30,1820,DeKalb Ave & S Portland Ave,Brooklyn Bridge Park - Pier 2,Customer,,
1457272,27/02/2017 14:42,27/02/2017 15:00,1104,Lexington Ave & E 24 St,W 52 St & 6 Ave,Subscriber,Male,1976
6586793,27/06/2017 13:42,27/06/2017 13:53,654,E 53 St & Madison Ave,W 37 St & Broadway,Subscriber,Male,1982
305940,15/01/2017 15:53,15/01/2017 16:04,619,W 27 St & 7 Ave,2 Ave & E 31 St,Subscriber,Male,1952
5583055,9/06/2017 17:09,9/06/2017 17:44,2061,Fulton St & Broadway,W 84 St & Columbus Ave,Subscriber,Male,1975
3369587,27/04/2017 14:24,27/04/2017 14:31,374,W 52 St & 11 Ave,8 Ave & W 52 St,Subscriber,Female,1992
742473,1/02/2017 13:39,1/02/2017 13:48,534,E 9 St & Avenue C,Great Jones St,Subscriber,Male,1985
5244300,3/06/2017 14:38,3/06/2017 14:54,979,W 106 St & Central Park West,Columbus Ave & W 95 St,Customer,,
3970070,9/05/2017 10:53,9/05/2017 11:11,1088,Central Park S & 6 Ave,Central Park West & W 72 St,Customer,,
5388391,6/06/2017 14:59,6/06/2017 15:07,448,Baltic St & 5 Ave,7 Ave & Park Pl,Subscriber,Female,1993
585413,26/01/2017 17:46,26/01/2017 17:58,714,W 17 St & 8 Ave,9 Ave & W 45 St,Subscriber,Female,1980
1362639,24/02/2017 16:02,24/02/2017 16:08,374,5 Ave & E 88 St,5 Ave & E 103 St,Customer,,
3995018,9/05/2017 18:23,9/05/2017 18:38,864,Broadway & E 22 St,W 38 St & 8 Ave,Subscriber,Male,1964
1577475,2/03/2017 14:49,2/03/2017 15:04,902,John St & William St,Greenwich Ave & Charles St,Subscriber,Female,1969
4205897,14/05/2017 14:35,14/05/2017 14:47,738,Front St & Washington St,Henry St & Atlantic Ave,Subscriber,Female,1991
6630230,28/06/2017 7:25,28/06/2017 7:37,707,1 Ave & E 78 St,E 103 St & Lexington Ave,Subscriber,Female,1980
3673466,2/05/2017 20:30,2/05/2017 20:31,112,Court St & State St,Warren St & Court St,Subscriber,Male,1989
